TrainCode,TrainDate,LocationCode,LocationFullName,ScheduledArrival,ActualArrival,ScheduledDeparture,ActualDeparture,LocationType,TrainOrigin,TrainDestination
E262,31 Mar 2025,GCDK,Grand Canal Dock,22:51:30,22:53:42,22:52:30,22:55:24,S,Howth,Bray
E262,31 Mar 2025,LDWNE,Lansdowne Road,22:55:00,22:56:48,22:55:30,,S,Howth,Bray
E262,31 Mar 2025,SMONT,Sandymount,22:57:00,,22:57:30,,S,Howth,Bray
E262,31 Mar 2025,SIDNY,Sydney Parade,22:59:30,,23:00:00,,S,Howth,Bray
E262,31 Mar 2025,BTSTN,Booterstown,23:02:00,,23:02:30,,S,Howth,Bray
E262,31 Mar 2025,BROCK,Blackrock,23:04:30,,23:05:00,,S,Howth,Bray
E262,31 Mar 2025,SEAPT,Seapoint,23:06:30,,23:07:00,,S,Howth,Bray
E262,31 Mar 2025,SHILL,Salthill and Monkstown,23:08:30,,23:09:00,,S,Howth,Bray
E262,31 Mar 2025,DLERY,Dun Laoghaire,23:11:00,,23:11:30,,S,Howth,Bray
E262,31 Mar 2025,SCOVE,Sandycove,23:14:30,,23:15:00,,S,Howth,Bray
E262,31 Mar 2025,GLGRY,Glenageary,23:17:00,,23:17:30,,S,Howth,Bray
E262,31 Mar 2025,DLKEY,Dalkey,23:19:30,,23:20:00,,S,Howth,Bray
E262,31 Mar 2025,KILNY,Killiney,23:24:00,,23:24:30,,S,Howth,Bray
E262,31 Mar 2025,SKILL,Shankill,23:27:00,,23:27:30,,S,Howth,Bray
E262,31 Mar 2025,BRAY,Bray,23:32:00,,00:00:00,,D,Howth,Bray
E847,31 Mar 2025,BRAY,Bray,00:00:00,22:07:36,22:12:00,22:14:48,O,Bray,Malahide
E847,31 Mar 2025,SKILL,Shankill,22:16:00,22:17:30,22:16:30,22:18:54,S,Bray,Malahide
E847,31 Mar 2025,KILNY,Killiney,22:19:00,22:20:24,22:19:30,22:21:36,S,Bray,Malahide
E847,31 Mar 2025,DLKEY,Dalkey,22:23:30,22:24:24,22:24:00,22:25:36,S,Bray,Malahide
E847,31 Mar 2025,GLGRY,Glenageary,22:26:00,22:27:42,22:26:30,22:28:42,S,Bray,Malahide
E847,31 Mar 2025,SCOVE,Sandycove,22:28:00,22:29:30,22:28:30,22:30:36,S,Bray,Malahide
E847,31 Mar 2025,DLERY,Dun Laoghaire,22:31:30,22:32:30,22:32:00,22:33:24,S,Bray,Malahide
E847,31 Mar 2025,SHILL,Salthill and Monkstown,22:34:00,22:34:30,22:34:30,22:36:00,S,Bray,Malahide
E847,31 Mar 2025,SEAPT,Seapoint,22:35:30,22:36:18,22:36:00,22:37:42,S,Bray,Malahide
E847,31 Mar 2025,BROCK,Blackrock,22:38:00,22:38:06,22:38:30,22:39:42,S,Bray,Malahide
E847,31 Mar 2025,BTSTN,Booterstown,22:40:00,22:40:42,22:40:30,22:42:36,S,Bray,Malahide
E847,31 Mar 2025,SIDNY,Sydney Parade,22:42:30,22:43:36,22:43:00,22:44:30,S,Bray,Malahide
E847,31 Mar 2025,SMONT,Sandymount,22:45:00,22:45:54,22:45:30,22:47:00,S,Bray,Malahide
E847,31 Mar 2025,LDWNE,Lansdowne Road,22:47:00,22:47:42,22:47:30,22:48:48,S,Bray,Malahide
E847,31 Mar 2025,GCDK,Grand Canal Dock,22:50:00,22:50:36,22:51:00,22:52:12,S,Bray,Malahide
E847,31 Mar 2025,DC427,,22:52:00,,22:52:00,,T,Bray,Malahide
E847,31 Mar 2025,PERSE,Dublin Pearse,22:53:00,22:52:54,22:54:00,22:54:36,S,Bray,Malahide
E847,31 Mar 2025,TARA,Tara Street,22:55:30,22:55:18,22:56:30,22:56:48,S,Bray,Malahide
E847,31 Mar 2025,CNLLY,Dublin Connolly,22:59:30,,23:00:30,,S,Bray,Malahide
E847,31 Mar 2025,OSSRY,,23:01:00,,23:01:00,,T,Bray,Malahide
E847,31 Mar 2025,SUBJN,,23:01:30,,23:01:30,,T,Bray,Malahide
E847,31 Mar 2025,EWALL,,23:02:00,,23:02:00,,T,Bray,Malahide
E847,31 Mar 2025,CTARF,Clontarf Road,23:03:30,,23:04:00,,S,Bray,Malahide
E847,31 Mar 2025,KLSTR,Killester,23:06:00,,23:06:30,,S,Bray,Malahide
E847,31 Mar 2025,HTOWN,Harmonstown,23:08:00,,23:08:30,,S,Bray,Malahide
E847,31 Mar 2025,RAHNY,Raheny,23:10:00,,23:10:30,,S,Bray,Malahide
E847,31 Mar 2025,KBRCK,Kilbarrack,23:12:00,,23:12:30,,S,Bray,Malahide
E847,31 Mar 2025,HWTHJ,Howth Junction,23:14:00,,23:14:30,,S,Bray,Malahide
E847,31 Mar 2025,GRGRD,Clongriffin,23:16:30,,23:17:00,,S,Bray,Malahide
E847,31 Mar 2025,PMNCK,Portmarnock,23:19:00,,23:19:30,,S,Bray,Malahide
E847,31 Mar 2025,MHIDE,Malahide,23:26:00,,00:00:00,,D,Bray,Malahide
D839,31 Mar 2025,GCDK,Grand Canal Dock,00:00:00,22:32:12,22:47:00,22:47:42,O,Grand Canal Dock,Dundalk
D839,31 Mar 2025,DC427,,22:47:30,,22:47:30,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,PERSE,Dublin Pearse,22:48:30,22:48:48,22:49:30,22:50:48,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,TARA,Tara Street,22:50:30,22:51:36,22:51:30,22:53:30,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,CNLLY,Dublin Connolly,22:54:00,22:55:12,22:55:00,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,OSSRY,,22:56:00,,22:56:00,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,SUBJN,,22:56:30,,22:56:30,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,EWALL,,22:57:00,,22:57:00,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,CTARF,Clontarf Road,22:59:30,,22:59:30,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,KLSTR,Killester,23:01:30,,23:01:30,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,HTOWN,Harmonstown,23:03:00,,23:03:00,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,RAHNY,Raheny,23:04:30,,23:04:30,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,KBRCK,Kilbarrack,23:06:00,,23:06:00,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,HWTHJ,Howth Junction,23:08:00,,23:08:30,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,GRGRD,Clongriffin,23:11:00,,23:11:30,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,PMNCK,Portmarnock,23:15:00,,23:15:30,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,MHIDE,Malahide,23:19:30,,23:20:30,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,DBATE,Donabate,23:24:00,,23:25:00,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,RLUSK,Rush and Lusk,23:29:00,,23:30:00,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,SKRES,Skerries,23:35:30,,23:36:30,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,BBRGN,Balbriggan,23:41:30,,23:42:30,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,GSTON,Gormanston,23:46:30,,23:47:00,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,MSNEY,Mosney,23:49:30,,23:49:30,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,LTOWN,Laytown,23:52:30,,23:53:00,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,DGHDA,Drogheda,00:01:00,,00:03:00,,S,Grand Canal Dock,Dundalk
D839,31 Mar 2025,DA287,,00:04:30,,00:04:30,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,DA284,,00:11:00,,00:11:00,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,DD282,,00:17:00,,00:17:00,,T,Grand Canal Dock,Dundalk
D839,31 Mar 2025,DDALK,Dundalk,00:26:00,,00:00:00,,D,Grand Canal Dock,Dundalk
E133,31 Mar 2025,MHIDE,Malahide,00:00:00,22:26:48,22:33:00,22:34:48,O,Malahide,Greystones
E133,31 Mar 2025,PMNCK,Portmarnock,22:37:00,22:37:24,22:37:30,22:38:30,S,Malahide,Greystones
E133,31 Mar 2025,GRGRD,Clongriffin,22:39:30,22:39:42,22:40:00,22:41:06,S,Malahide,Greystones
E133,31 Mar 2025,HWTHJ,Howth Junction,22:42:00,22:44:12,22:42:30,22:45:12,S,Malahide,Greystones
E133,31 Mar 2025,KBRCK,Kilbarrack,22:44:00,22:45:42,22:44:30,22:46:42,S,Malahide,Greystones
E133,31 Mar 2025,RAHNY,Raheny,22:46:30,22:47:48,22:47:00,22:48:48,S,Malahide,Greystones
E133,31 Mar 2025,HTOWN,Harmonstown,22:48:30,22:49:48,22:49:00,22:50:42,S,Malahide,Greystones
E133,31 Mar 2025,KLSTR,Killester,22:50:30,22:51:36,22:51:00,22:52:48,S,Malahide,Greystones
E133,31 Mar 2025,CTARF,Clontarf Road,22:54:00,22:54:18,22:54:30,,S,Malahide,Greystones
E133,31 Mar 2025,EWALL,,22:56:00,,22:56:00,,T,Malahide,Greystones
E133,31 Mar 2025,SUBJN,,22:56:30,,22:56:30,,T,Malahide,Greystones
E133,31 Mar 2025,DC336,,22:56:30,,22:56:30,,T,Malahide,Greystones
E133,31 Mar 2025,CNLLY,Dublin Connolly,22:59:00,,23:00:00,,S,Malahide,Greystones
E133,31 Mar 2025,TARA,Tara Street,23:02:00,,23:03:00,,S,Malahide,Greystones
E133,31 Mar 2025,PERSE,Dublin Pearse,23:04:00,,23:05:00,,S,Malahide,Greystones
E133,31 Mar 2025,GCDK,Grand Canal Dock,23:06:30,,23:07:30,,S,Malahide,Greystones
E133,31 Mar 2025,LDWNE,Lansdowne Road,23:10:00,,23:10:30,,S,Malahide,Greystones
E133,31 Mar 2025,SMONT,Sandymount,23:12:00,,23:12:30,,S,Malahide,Greystones
E133,31 Mar 2025,SIDNY,Sydney Parade,23:14:30,,23:15:00,,S,Malahide,Greystones
E133,31 Mar 2025,BTSTN,Booterstown,23:17:00,,23:17:30,,S,Malahide,Greystones
E133,31 Mar 2025,BROCK,Blackrock,23:19:30,,23:20:00,,S,Malahide,Greystones
E133,31 Mar 2025,SEAPT,Seapoint,23:21:30,,23:22:00,,S,Malahide,Greystones
E133,31 Mar 2025,SHILL,Salthill and Monkstown,23:23:30,,23:24:00,,S,Malahide,Greystones
E133,31 Mar 2025,DLERY,Dun Laoghaire,23:26:00,,23:26:30,,S,Malahide,Greystones
E133,31 Mar 2025,SCOVE,Sandycove,23:29:30,,23:30:00,,S,Malahide,Greystones
E133,31 Mar 2025,GLGRY,Glenageary,23:32:00,,23:32:30,,S,Malahide,Greystones
E133,31 Mar 2025,DLKEY,Dalkey,23:34:30,,23:35:00,,S,Malahide,Greystones
E133,31 Mar 2025,KILNY,Killiney,23:39:00,,23:39:30,,S,Malahide,Greystones
E133,31 Mar 2025,SKILL,Shankill,23:42:00,,23:42:30,,S,Malahide,Greystones
E133,31 Mar 2025,BRAY,Bray,23:48:00,,23:50:00,,S,Malahide,Greystones
E133,31 Mar 2025,BYARD,Bray Yard,23:50:30,,23:50:30,,T,Malahide,Greystones
E133,31 Mar 2025,BR49,,23:55:30,,23:55:30,,T,Malahide,Greystones
E133,31 Mar 2025,GSTNS,Greystones,23:59:00,,00:00:00,,D,Malahide,Greystones
D938,31 Mar 2025,GCDK,Grand Canal Dock,00:00:00,22:01:36,22:12:00,22:12:42,O,Grand Canal Dock,Maynooth
D938,31 Mar 2025,DC427,,22:12:30,,22:12:30,,T,Grand Canal Dock,Maynooth
D938,31 Mar 2025,PERSE,Dublin Pearse,22:13:30,22:13:42,22:14:30,22:15:06,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,TARA,Tara Street,22:15:30,22:15:48,22:16:30,22:17:00,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,CNLLY,Dublin Connolly,22:19:00,22:18:30,22:20:00,22:20:48,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,OSSRY,,22:20:30,22:21:06,22:20:30,22:21:24,T,Grand Canal Dock,Maynooth
D938,31 Mar 2025,NSJCT,North Strand Junction,22:21:30,22:22:00,22:21:30,22:22:12,T,Grand Canal Dock,Maynooth
D938,31 Mar 2025,DCDRA,Drumcondra,22:24:00,22:24:00,22:24:30,22:25:18,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,GLASJ,Glasnevin Junction,22:26:00,,22:26:00,,T,Grand Canal Dock,Maynooth
D938,31 Mar 2025,CW53,,22:28:30,,22:28:30,,T,Grand Canal Dock,Maynooth
D938,31 Mar 2025,BBRDG,Broombridge,22:29:30,22:28:00,22:30:00,22:30:30,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,PELTN,Pelletstown,22:31:30,22:31:24,22:32:00,22:34:00,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,ASHTN,Ashtown,22:34:00,22:34:30,22:34:30,22:36:12,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,PHNPK,Navan Road Parkway,22:37:00,22:36:12,22:37:30,22:38:36,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,CNOCK,Castleknock,22:40:00,22:40:18,22:40:30,22:42:18,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,CMINE,Coolmine,22:43:00,22:43:12,22:43:30,22:44:54,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,CLSLA,Clonsilla,22:47:00,22:47:30,22:47:30,22:49:18,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,CLSLJ,Clonsilla Junction,22:48:30,,22:48:30,,T,Grand Canal Dock,Maynooth
D938,31 Mar 2025,LXCON,Leixlip (Confey),22:52:30,22:52:36,22:53:00,22:55:42,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,LXLSA,Leixlip (Louisa Bridge),22:55:00,22:56:24,22:55:30,,S,Grand Canal Dock,Maynooth
D938,31 Mar 2025,MYNTH,Maynooth,23:05:00,,00:00:00,,D,Grand Canal Dock,Maynooth
E949,31 Mar 2025,GSTNS,Greystones,00:00:00,21:42:06,21:50:00,21:50:30,O,Greystones,Howth
E949,31 Mar 2025,BR49,,21:54:30,21:55:00,21:54:30,21:55:18,T,Greystones,Howth
E949,31 Mar 2025,BYARD,Bray Yard,21:59:00,,21:59:00,,T,Greystones,Howth
E949,31 Mar 2025,BRAY,Bray,22:00:00,21:59:42,22:02:00,22:02:36,S,Greystones,Howth
E949,31 Mar 2025,SKILL,Shankill,22:06:00,22:06:00,22:06:30,22:07:30,S,Greystones,Howth
E949,31 Mar 2025,KILNY,Killiney,22:09:00,22:09:06,22:09:30,22:10:36,S,Greystones,Howth
E949,31 Mar 2025,DLKEY,Dalkey,22:13:30,22:13:36,22:14:00,22:14:54,S,Greystones,Howth
E949,31 Mar 2025,GLGRY,Glenageary,22:16:00,22:17:06,22:16:30,22:18:12,S,Greystones,Howth
E949,31 Mar 2025,SCOVE,Sandycove,22:18:00,22:19:06,22:18:30,22:20:18,S,Greystones,Howth
E949,31 Mar 2025,DLERY,Dun Laoghaire,22:21:30,22:22:12,22:22:00,22:23:42,S,Greystones,Howth
E949,31 Mar 2025,SHILL,Salthill and Monkstown,22:24:00,22:24:42,22:24:30,22:26:00,S,Greystones,Howth
E949,31 Mar 2025,SEAPT,Seapoint,22:25:30,22:26:18,22:26:00,22:27:36,S,Greystones,Howth
E949,31 Mar 2025,BROCK,Blackrock,22:28:00,22:28:00,22:28:30,22:29:30,S,Greystones,Howth
E949,31 Mar 2025,BTSTN,Booterstown,22:30:00,22:30:30,22:30:30,22:32:18,S,Greystones,Howth
E949,31 Mar 2025,SIDNY,Sydney Parade,22:32:30,22:33:18,22:33:00,22:34:18,S,Greystones,Howth
E949,31 Mar 2025,SMONT,Sandymount,22:35:00,22:35:42,22:35:30,22:37:12,S,Greystones,Howth
E949,31 Mar 2025,LDWNE,Lansdowne Road,22:37:00,22:37:48,22:37:30,22:38:48,S,Greystones,Howth
E949,31 Mar 2025,GCDK,Grand Canal Dock,22:40:00,22:40:00,22:41:00,22:41:18,S,Greystones,Howth
E949,31 Mar 2025,DC427,,22:41:30,,22:41:30,,T,Greystones,Howth
E949,31 Mar 2025,PERSE,Dublin Pearse,22:43:00,22:42:42,22:44:00,22:44:06,S,Greystones,Howth
E949,31 Mar 2025,TARA,Tara Street,22:45:30,22:45:00,22:46:30,22:46:42,S,Greystones,Howth
E949,31 Mar 2025,CNLLY,Dublin Connolly,22:49:30,22:48:48,22:50:30,22:50:24,S,Greystones,Howth
E949,31 Mar 2025,OSSRY,,22:51:00,22:50:54,22:51:00,22:51:24,T,Greystones,Howth
E949,31 Mar 2025,SUBJN,,22:51:30,,22:51:30,,T,Greystones,Howth
E949,31 Mar 2025,EWALL,,22:52:00,,22:52:00,,T,Greystones,Howth
E949,31 Mar 2025,CTARF,Clontarf Road,22:54:30,22:54:18,22:55:00,22:55:06,S,Greystones,Howth
E949,31 Mar 2025,KLSTR,Killester,22:57:00,22:56:36,22:57:30,,S,Greystones,Howth
E949,31 Mar 2025,HTOWN,Harmonstown,22:59:00,,22:59:30,,S,Greystones,Howth
E949,31 Mar 2025,RAHNY,Raheny,23:01:00,,23:01:30,,S,Greystones,Howth
E949,31 Mar 2025,KBRCK,Kilbarrack,23:03:00,,23:03:30,,S,Greystones,Howth
E949,31 Mar 2025,HWTHJ,Howth Junction,23:05:00,,23:05:30,,S,Greystones,Howth
E949,31 Mar 2025,BYSDE,Bayside,23:07:30,,23:08:00,,S,Greystones,Howth
E949,31 Mar 2025,SUTTN,Sutton,23:10:00,,23:10:30,,S,Greystones,Howth
E949,31 Mar 2025,HOWTH,Howth,23:15:00,,00:00:00,,D,Greystones,Howth
P714,31 Mar 2025,DGHDA,Drogheda,00:00:00,20:58:18,22:05:00,22:05:42,O,Drogheda,Dublin Connolly
P714,31 Mar 2025,LTOWN,Laytown,22:11:30,22:10:48,22:12:00,22:13:36,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,MSNEY,Mosney,22:14:00,22:14:06,22:14:00,22:14:18,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,GSTON,Gormanston,22:16:30,22:16:06,22:17:00,22:18:42,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,BBRGN,Balbriggan,22:21:30,22:20:12,22:22:00,22:21:48,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,SKRES,Skerries,22:26:30,22:26:54,22:27:00,22:28:24,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,RLUSK,Rush and Lusk,22:32:30,22:32:06,22:33:00,22:33:36,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,DBATE,Donabate,22:36:30,22:37:42,22:37:00,22:40:06,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,MHIDE,Malahide,22:41:30,22:42:36,22:42:30,22:43:54,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,PMNCK,Portmarnock,22:46:30,22:46:48,22:47:00,22:48:00,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,GRGRD,Clongriffin,22:50:00,22:49:12,22:50:30,22:50:30,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,HWTHJ,Howth Junction,22:52:30,22:51:48,22:53:00,22:53:18,S,Drogheda,Dublin Connolly
P714,31 Mar 2025,KBRCK,Kilbarrack,22:54:30,22:54:00,22:54:30,22:54:12,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,RAHNY,Raheny,22:55:30,22:55:00,22:55:30,22:55:12,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,HTOWN,Harmonstown,22:56:30,22:55:48,22:56:30,22:56:00,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,KLSTR,Killester,22:57:30,22:56:36,22:57:30,22:56:48,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,CTARF,Clontarf Road,22:59:30,,22:59:30,,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,EWALL,,23:01:00,,23:01:00,,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,SUBJN,,23:01:30,,23:01:30,,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,OSSRY,,23:02:00,,23:02:00,,T,Drogheda,Dublin Connolly
P714,31 Mar 2025,CNLLY,Dublin Connolly,23:03:00,,00:00:00,,D,Drogheda,Dublin Connolly
D332,31 Mar 2025,CLSLA,Clonsilla,00:00:00,22:24:12,22:49:00,22:51:48,O,Clonsilla,M3 Parkway
D332,31 Mar 2025,CLSLJ,Clonsilla Junction,22:50:00,,22:50:00,,T,Clonsilla,M3 Parkway
D332,31 Mar 2025,HAFLD,Hansfield,22:52:00,22:53:36,22:52:30,22:55:42,S,Clonsilla,M3 Parkway
D332,31 Mar 2025,DBYNE,Dunboyne,22:56:30,,22:57:00,,S,Clonsilla,M3 Parkway
D332,31 Mar 2025,M3WAY,M3 Parkway,23:01:00,,00:00:00,,D,Clonsilla,M3 Parkway
E263,31 Mar 2025,HOWTH,Howth,00:00:00,22:22:18,22:46:00,22:46:36,O,Howth,Bray
E263,31 Mar 2025,SUTTN,Sutton,22:48:30,22:49:12,22:49:00,22:50:30,S,Howth,Bray
E263,31 Mar 2025,BYSDE,Bayside,22:51:00,22:51:48,22:51:30,22:53:00,S,Howth,Bray
E263,31 Mar 2025,HWTHJ,Howth Junction,22:54:00,22:54:36,22:54:30,22:55:42,S,Howth,Bray
E263,31 Mar 2025,KBRCK,Kilbarrack,22:56:00,22:56:36,22:56:30,,S,Howth,Bray
E263,31 Mar 2025,RAHNY,Raheny,22:58:30,,22:59:00,,S,Howth,Bray
E263,31 Mar 2025,HTOWN,Harmonstown,23:00:30,,23:01:00,,S,Howth,Bray
E263,31 Mar 2025,KLSTR,Killester,23:02:30,,23:03:00,,S,Howth,Bray
E263,31 Mar 2025,CTARF,Clontarf Road,23:06:00,,23:06:30,,S,Howth,Bray
E263,31 Mar 2025,EWALL,,23:07:30,,23:07:30,,T,Howth,Bray
E263,31 Mar 2025,SUBJN,,23:08:00,,23:08:00,,T,Howth,Bray
E263,31 Mar 2025,DC336,,23:08:00,,23:08:00,,T,Howth,Bray
E263,31 Mar 2025,CNLLY,Dublin Connolly,23:11:00,,23:12:00,,S,Howth,Bray
E263,31 Mar 2025,TARA,Tara Street,23:14:00,,23:15:00,,S,Howth,Bray
E263,31 Mar 2025,PERSE,Dublin Pearse,23:16:00,,23:17:00,,S,Howth,Bray
E263,31 Mar 2025,PERSE,Dublin Pearse,23:17:30,,23:17:30,,T,Howth,Bray
E263,31 Mar 2025,GCDK,Grand Canal Dock,23:18:30,,23:19:30,,S,Howth,Bray
E263,31 Mar 2025,LDWNE,Lansdowne Road,23:22:00,,23:22:30,,S,Howth,Bray
E263,31 Mar 2025,SMONT,Sandymount,23:24:00,,23:24:30,,S,Howth,Bray
E263,31 Mar 2025,SIDNY,Sydney Parade,23:26:30,,23:27:00,,S,Howth,Bray
E263,31 Mar 2025,BTSTN,Booterstown,23:29:00,,23:29:30,,S,Howth,Bray
E263,31 Mar 2025,BROCK,Blackrock,23:31:30,,23:32:00,,S,Howth,Bray
E263,31 Mar 2025,SEAPT,Seapoint,23:33:30,,23:34:00,,S,Howth,Bray
E263,31 Mar 2025,SHILL,Salthill and Monkstown,23:35:30,,23:36:00,,S,Howth,Bray
E263,31 Mar 2025,DLERY,Dun Laoghaire,23:38:00,,23:38:30,,S,Howth,Bray
E263,31 Mar 2025,SCOVE,Sandycove,23:41:30,,23:42:00,,S,Howth,Bray
E263,31 Mar 2025,GLGRY,Glenageary,23:44:00,,23:44:30,,S,Howth,Bray
E263,31 Mar 2025,DLKEY,Dalkey,23:46:30,,23:47:00,,S,Howth,Bray
E263,31 Mar 2025,KILNY,Killiney,23:51:00,,23:51:30,,S,Howth,Bray
E263,31 Mar 2025,SKILL,Shankill,23:54:00,,23:54:30,,S,Howth,Bray
E263,31 Mar 2025,BRAY,Bray,23:59:00,,00:00:00,,D,Howth,Bray
A131,31 Mar 2025,BFSTC,Belfast,00:00:00,,21:00:00,,O,Belfast,Dublin Connolly
A131,31 Mar 2025,LBURN,Lisburn,21:10:00,,21:10:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,MOIRA,MOIRA,21:18:00,,21:18:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,LURGN,Lurgan,21:23:30,,21:23:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,PDOWN,Portadown,21:29:30,,21:33:30,,S,Belfast,Dublin Connolly
A131,31 Mar 2025,PPASS,Poyntzpass,21:43:30,,21:43:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,NEWRY,Newry,21:52:30,,21:56:30,,S,Belfast,Dublin Connolly
A131,31 Mar 2025,DDALK,Dundalk,22:12:00,22:10:00,22:16:00,22:16:48,S,Belfast,Dublin Connolly
A131,31 Mar 2025,DD281,,22:23:30,,22:23:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,DA283,,22:28:30,,22:28:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,DA285,,22:33:30,,22:33:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,DGHDA,Drogheda,22:36:00,22:36:00,22:39:00,22:39:30,S,Belfast,Dublin Connolly
A131,31 Mar 2025,LTOWN,Laytown,22:44:00,22:44:18,22:44:00,22:45:06,T,Belfast,Dublin Connolly
A131,31 Mar 2025,MSNEY,Mosney,22:45:00,22:45:30,22:45:00,22:45:42,T,Belfast,Dublin Connolly
A131,31 Mar 2025,GSTON,Gormanston,22:46:00,22:47:12,22:46:00,22:48:18,T,Belfast,Dublin Connolly
A131,31 Mar 2025,BBRGN,Balbriggan,22:48:30,22:49:54,22:48:30,22:50:06,T,Belfast,Dublin Connolly
A131,31 Mar 2025,SKRES,Skerries,22:51:30,22:53:54,22:51:30,22:54:06,T,Belfast,Dublin Connolly
A131,31 Mar 2025,RLUSK,Rush and Lusk,22:54:30,22:57:12,22:54:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,DBATE,Donabate,22:56:00,,22:56:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,MHIDE,Malahide,22:58:00,,22:58:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,PMNCK,Portmarnock,23:00:00,,23:00:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,GRGRD,Clongriffin,23:01:00,,23:01:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,HWTHJ,Howth Junction,23:01:30,,23:01:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,KBRCK,Kilbarrack,23:02:30,,23:02:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,RAHNY,Raheny,23:03:30,,23:03:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,HTOWN,Harmonstown,23:05:00,,23:05:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,KLSTR,Killester,23:06:30,,23:06:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,CTARF,Clontarf Road,23:08:30,,23:08:30,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,EWALL,,23:10:00,,23:10:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,SUBJN,,23:11:00,,23:11:00,,T,Belfast,Dublin Connolly
A131,31 Mar 2025,CNLLY,Dublin Connolly,23:13:00,,00:00:00,,D,Belfast,Dublin Connolly
D837,31 Mar 2025,GCDK,Grand Canal Dock,00:00:00,21:33:00,21:40:00,21:43:48,O,Grand Canal Dock,Dundalk
